student_id,age,attendance_percentage,math_score,science_score,english_score,overall_score,final_grade
1799,16,95.8,82.2,61.3,76.1,77.3,c
10038,17,89.3,66.8,54.1,72.4,66.3,d
9601,17,60.8,54.3,66.1,66.8,54.8,e
5292,19,66.1,89.6,66.0,84.5,72.6,c
5496,15,85.2,71.5,65.3,51.7,59.2,d
9901,17,86.7,49.4,43.7,60.6,56.3,d
13674,14,92.5,61.8,50.0,41.8,47.9,e
14895,16,94.8,44.7,45.4,64.6,49.5,e
11131,18,93.6,71.1,77.0,62.2,63.1,d
6285,16,85.7,74.9,49.4,73.6,67.1,d
7286,18,85.2,89.0,95.3,100.0,94.4,b
1301,18,62.6,42.3,24.2,30.6,27.0,f
6870,14,83.0,100.0,76.4,82.4,86.9,b
9436,17,91.6,61.0,61.3,57.3,62.6,d
12169,19,52.6,57.2,51.8,46.3,48.8,e
3098,15,67.1,61.6,81.5,69.4,67.2,d
4617,15,55.4,33.4,22.0,18.9,21.7,f
14095,15,76.2,24.7,10.2,21.6,26.7,f
10,14,62.4,71.9,70.4,81.3,69.6,d
13272,15,63.8,47.2,52.4,22.9,40.9,e
10618,15,50.9,17.7,25.1,10.3,20.5,f
5753,14,50.4,99.4,91.4,80.9,76.3,c
9853,19,78.9,33.0,47.0,42.5,45.8,e
10824,18,94.0,39.2,26.2,43.7,40.5,e
6296,18,92.5,100.0,100.0,100.0,100.0,a
4816,15,76.2,39.1,53.6,47.6,47.1,e
1073,18,86.8,33.5,55.5,39.6,37.1,f
3226,18,98.0,37.1,57.6,43.3,57.5,d
13147,15,71.0,19.4,10.1,25.0,27.2,f
1317,18,94.7,96.5,85.9,71.1,87.0,b
5700,16,73.1,71.6,54.7,80.8,65.5,d
12338,16,86.7,54.0,53.7,41.0,45.1,e
6808,19,61.7,55.9,48.1,58.8,60.3,d
6675,17,79.0,65.2,73.6,70.3,62.6,d
3684,17,86.9,58.3,60.5,48.2,54.2,e
7228,19,95.5,66.6,60.1,66.0,67.6,d
3274,16,81.4,16.6,37.3,44.4,29.5,f
7001,19,61.9,49.1,61.8,39.9,60.5,d
146,19,70.5,90.9,86.7,82.9,90.2,b
5011,19,89.1,43.7,35.8,34.7,34.2,f
3041,16,93.2,62.2,69.5,62.7,60.7,d
9655,19,93.3,91.6,83.6,80.2,79.7,c
14578,17,60.6,86.1,74.1,71.2,70.5,c
12869,17,64.0,40.5,59.2,72.5,48.0,e
9777,19,58.9,88.9,72.4,90.2,72.6,c
483,15,66.3,43.8,32.5,46.9,45.8,e
3180,15,51.1,34.6,13.0,36.2,31.0,f
1250,19,82.8,66.2,55.5,59.4,57.8,d
12961,18,72.3,87.0,100.0,84.6,88.6,b
631,18,74.1,80.7,59.4,88.1,83.2,c
14997,17,63.5,84.4,67.2,96.2,78.8,c
8854,15,87.8,39.3,48.4,42.2,45.0,e
11696,15,66.8,100.0,100.0,100.0,91.6,b
2853,14,65.5,87.7,49.7,71.4,69.6,d
10659,14,97.9,85.1,87.9,90.9,88.5,b
988,15,64.8,68.1,76.0,85.3,77.1,c
7623,19,78.9,82.8,70.3,72.3,70.2,c
7328,18,67.8,66.4,51.7,60.8,57.8,d
9739,19,97.2,65.0,81.7,64.6,73.2,c
8842,15,85.3,76.7,71.7,81.8,77.7,c
9161,18,62.0,75.8,71.1,64.5,72.7,c
10830,18,96.1,100.0,95.0,100.0,87.0,b
1101,16,68.5,93.3,81.8,96.3,90.8,b
6653,19,53.5,68.4,36.9,49.7,44.9,e
8633,16,99.3,65.6,68.4,75.8,70.0,d
7422,19,50.5,57.6,83.9,66.8,81.5,c
5017,14,93.3,80.7,67.9,85.9,82.0,c
770,16,81.0,40.6,52.2,52.8,50.3,e
1344,17,50.6,76.0,51.8,47.0,46.6,e
14115,19,91.9,80.0,96.2,80.1,77.9,c
4359,18,65.3,100.0,91.7,80.3,86.5,b
11922,14,88.9,84.9,73.5,51.2,75.9,c
12099,16,72.9,54.0,59.3,50.7,50.8,e
9770,19,72.0,77.5,71.1,68.6,66.1,d
6781,19,82.3,57.1,35.3,57.0,45.7,e
12201,17,90.4,50.3,53.3,38.5,52.5,e
6603,16,59.7,78.2,52.7,64.8,69.0,d
13287,18,93.9,25.5,55.8,50.4,44.7,e
11544,19,60.9,88.2,74.0,85.8,81.0,c
12988,14,64.6,94.6,84.3,87.8,93.4,b
2350,17,77.1,59.3,63.5,67.3,59.6,d
11795,14,55.6,69.9,28.4,52.1,53.8,e
5700,16,73.1,71.6,54.7,80.8,65.5,d
1242,18,60.4,40.9,44.2,47.9,38.2,f
1126,19,89.5,79.8,81.3,76.5,79.4,c
10794,15,92.6,90.1,86.8,88.5,96.8,a
14624,15,71.9,75.1,67.0,66.9,59.0,d
9383,18,66.6,68.4,76.5,79.9,65.5,d
6765,16,98.6,93.7,83.2,83.7,78.0,c
5102,17,78.1,50.7,41.6,41.0,46.5,e
12324,17,67.6,60.5,79.2,59.4,69.5,d
13032,16,92.6,54.8,54.0,49.2,56.2,d
14053,15,66.4,72.2,68.0,38.7,59.5,d
12641,19,59.8,62.4,83.7,64.1,77.2,c
7844,19,71.9,38.6,51.2,37.5,44.9,e
14211,16,82.5,91.5,94.7,73.4,84.1,c
73,16,65.9,33.9,62.8,30.7,37.1,f
14984,19,96.5,96.9,99.5,97.5,91.6,b
5473,18,82.2,45.4,37.6,49.7,34.3,f
10107,18,54.1,64.6,57.8,63.6,61.6,d
5190,15,70.9,48.0,49.1,67.3,57.4,d
2473,16,85.2,91.5,94.1,87.4,97.0,a
11239,19,96.0,73.3,81.5,75.2,62.7,d
708,17,95.6,100.0,71.7,70.0,76.3,c
1805,14,96.1,84.1,70.9,49.9,61.9,d
6705,19,51.2,9.3,27.8,25.0,23.7,f
3714,15,70.9,46.2,25.7,33.8,37.8,f
5052,14,64.5,17.6,30.4,22.4,30.6,f
10757,14,60.5,25.7,31.9,33.7,25.7,f
2476,16,87.1,90.7,70.0,90.8,81.8,c
3611,17,86.9,79.9,85.2,93.2,78.4,c
4256,15,51.4,74.7,69.5,61.7,62.9,d
14485,16,83.7,78.3,79.0,61.2,78.5,c
11016,16,79.2,65.5,56.4,58.0,63.2,d
7398,14,96.6,82.2,80.2,79.5,85.4,b
1736,18,97.5,78.3,69.0,53.8,73.3,c
9778,16,53.5,91.4,97.2,96.9,81.6,c
8259,17,59.4,81.7,59.0,60.6,59.2,d
11254,18,94.1,37.0,42.8,41.3,51.3,e
7980,19,77.7,35.2,66.2,54.7,50.2,e
2429,18,58.0,45.8,38.2,40.1,43.0,e
12346,16,77.3,77.3,77.4,80.0,78.0,c
7427,17,96.2,60.2,67.2,50.6,58.7,d
8534,16,68.8,25.3,23.8,36.0,30.6,f
5250,17,65.4,55.9,67.8,63.2,71.7,c
10967,19,86.5,58.2,54.8,54.7,58.0,d
5292,19,66.1,89.6,66.0,84.5,72.6,c
2818,19,51.1,10.2,15.4,9.6,20.8,f
10854,19,65.9,76.5,85.1,74.7,81.7,c
9425,15,98.5,67.1,47.2,60.9,60.2,d
3875,17,96.4,72.1,84.1,73.5,71.8,c
10594,19,99.6,82.6,88.2,75.1,86.0,b
9687,18,98.8,89.5,95.2,93.9,92.5,b
14110,14,87.7,85.1,79.3,92.4,81.2,c
4212,18,55.0,39.1,48.6,38.1,35.0,f
662,18,74.0,52.7,61.6,56.1,53.4,e
12076,15,72.7,60.3,74.5,51.2,52.0,e
13754,14,67.1,55.9,57.0,49.3,54.7,e
11812,19,99.1,90.9,92.1,100.0,95.2,a
14789,19,75.3,77.0,73.9,85.3,75.6,c
10061,14,59.3,56.8,41.0,35.3,48.2,e
10527,19,93.8,92.1,73.5,79.1,79.2,c
3375,18,96.2,65.1,71.5,71.1,70.9,c
9209,16,99.1,100.0,100.0,87.4,100.0,a
12599,16,83.1,94.0,89.9,89.5,87.9,b
208,19,52.6,68.6,60.5,66.4,57.8,d
2666,17,54.4,76.6,67.9,63.9,65.5,d
2494,17,89.5,39.3,48.5,43.9,45.2,e
6814,17,81.7,48.8,51.2,43.0,46.1,e
633,16,83.7,68.1,75.2,75.5,63.1,d
10295,18,95.5,78.8,73.2,51.7,65.9,d
11152,14,51.6,56.6,73.2,57.6,66.4,d
3084,15,68.8,65.1,51.3,60.9,52.0,e
12945,18,98.6,38.5,72.1,33.8,49.5,e
13712,16,63.0,38.6,26.7,16.3,26.1,f
10124,14,79.8,54.4,48.6,52.0,55.6,d
3720,15,72.5,52.0,52.1,51.4,58.2,d
7124,17,97.6,63.4,79.4,80.8,85.8,b
10755,18,96.5,36.8,63.6,44.7,51.8,e
1680,17,66.7,51.7,49.2,53.9,53.9,e
237,17,86.8,100.0,95.5,63.0,87.6,b
7447,14,89.2,72.0,84.5,75.0,77.8,c
4444,16,66.9,86.4,89.0,94.5,85.3,b
6771,17,99.9,57.4,70.5,55.2,66.0,d
12918,17,56.7,47.4,47.1,41.7,42.3,e
9733,17,84.9,96.2,94.8,100.0,94.0,b
6100,15,80.0,87.1,99.7,77.0,87.6,b
12136,15,51.8,55.5,48.4,43.0,52.9,e
13560,18,95.0,81.1,92.9,81.8,79.4,c
8556,19,96.8,47.3,72.5,67.4,57.9,d
2369,14,75.1,71.2,46.4,71.4,72.9,c
286,19,54.8,31.0,34.5,42.5,36.4,f
149,18,82.6,87.0,58.0,76.3,68.7,d
13396,14,85.8,65.1,54.0,41.6,59.4,d
4038,17,71.4,57.3,29.1,53.0,50.6,e
6550,18,97.4,76.3,85.3,70.7,71.2,c
7122,18,65.0,73.5,62.0,62.4,67.0,d
12744,14,73.2,78.5,69.8,92.1,79.4,c
9959,15,96.5,50.6,53.8,54.5,52.3,e
4896,16,76.0,75.6,75.7,61.8,80.1,c
5281,18,79.6,56.9,55.4,79.0,64.4,d
1013,15,77.1,48.2,39.3,46.6,43.2,e
11024,17,56.5,73.8,55.8,74.0,67.4,d
10700,15,70.8,92.6,93.8,100.0,84.6,c
9716,17,71.9,94.5,80.8,71.7,84.4,c
2786,14,73.4,68.0,86.6,72.5,69.6,d
10749,14,65.2,58.3,79.5,54.5,60.7,d
3726,19,67.2,41.2,25.5,42.0,43.3,e
4577,14,94.7,68.6,71.4,58.7,66.3,d
5783,19,90.9,83.4,96.5,93.2,91.3,b
6258,18,98.9,100.0,100.0,85.3,100.0,a
9794,15,56.0,34.9,45.2,39.1,47.6,e
2409,16,68.7,35.8,48.3,44.3,50.3,e
341,17,89.1,97.1,100.0,100.0,100.0,a
2818,19,51.1,10.2,15.4,9.6,20.8,f
14299,15,90.4,82.3,98.2,78.0,84.4,c
2497,18,73.0,75.2,67.3,89.8,81.1,c
5963,18,95.7,34.6,35.7,36.4,48.2,e
13123,16,78.1,35.1,70.1,26.3,46.6,e
5300,19,58.1,85.4,74.0,70.0,77.0,c
9918,16,52.3,71.4,65.0,61.0,65.4,d
7575,17,90.1,47.9,63.9,73.4,63.3,d
1690,14,86.3,79.2,79.0,86.1,84.5,c
3268,18,52.1,27.2,34.4,43.1,39.3,f
4407,15,89.8,93.2,92.4,84.3,85.7,b
8454,17,62.5,86.1,91.3,84.3,83.4,c
1443,19,51.8,42.1,31.0,16.8,40.2,e
8598,17,59.9,71.9,75.0,89.4,72.7,c
10383,15,79.1,61.2,62.7,53.1,43.6,e
4438,19,93.8,68.5,70.9,60.3,73.5,c
5436,19,92.3,72.0,61.8,69.3,71.1,c
8436,14,81.6,59.0,82.9,66.6,68.6,d
12778,19,82.1,54.8,42.3,39.0,42.5,e
4108,19,75.5,53.2,42.0,31.0,46.4,e
561,17,87.6,44.1,74.7,70.2,62.0,d
12330,19,88.8,100.0,100.0,83.0,89.8,b
10918,15,85.1,100.0,100.0,100.0,100.0,a
8786,17,59.1,50.7,39.6,38.1,42.5,e
5549,15,74.7,87.4,66.4,64.9,68.9,d
1827,14,85.3,41.7,54.4,53.0,49.8,e
11422,18,64.6,90.6,82.3,80.7,78.8,c
11480,16,69.2,56.5,64.7,54.4,53.4,e
12266,18,98.1,99.9,100.0,100.0,96.9,a
13982,14,90.3,88.6,84.2,73.5,82.3,c
7630,16,62.1,53.7,24.0,20.8,27.4,f
8326,19,89.8,35.0,70.2,43.1,54.6,e
3139,16,88.6,76.9,72.3,65.4,65.4,d
12112,14,52.8,73.9,78.9,86.7,77.2,c
13236,19,50.6,51.5,57.1,70.0,56.0,d
7694,18,90.4,100.0,100.0,100.0,100.0,a
8265,14,98.0,100.0,71.3,80.4,95.6,a
12687,16,54.9,86.7,85.3,54.6,76.2,c
13717,17,64.1,55.2,36.6,42.1,50.1,e
7843,19,52.5,72.6,84.2,92.2,79.7,c
6722,15,82.0,99.2,99.8,92.6,90.3,b
7003,19,61.5,70.0,94.8,85.7,81.5,c
4226,15,79.6,50.6,35.7,54.6,49.7,e
2979,15,62.2,33.1,52.1,27.4,35.4,f
7374,16,56.1,91.1,95.5,85.0,85.8,b
5908,19,58.8,82.6,64.4,59.6,77.8,c
6098,19,60.0,58.4,65.8,44.2,64.3,d
12554,15,61.9,60.5,69.8,59.4,71.4,c
5657,18,79.2,59.3,55.0,61.7,52.6,e
10178,19,93.0,51.1,51.8,47.5,52.4,e
8985,15,81.5,34.7,32.8,25.8,44.7,e
14589,17,84.7,97.4,100.0,100.0,99.9,a
13601,16,73.5,73.0,68.3,76.6,85.4,b
4260,14,65.2,50.3,56.8,63.3,58.7,d
8287,14,53.9,32.1,56.2,48.0,44.3,e
5902,14,83.5,95.3,63.8,79.5,84.7,c
9326,16,56.1,48.5,46.0,35.5,45.0,e
14672,19,85.8,58.9,58.1,53.0,42.8,e
4918,15,69.4,70.4,51.2,73.4,64.3,d
8430,17,86.5,49.5,56.8,57.9,59.4,d
14717,14,91.9,66.5,58.5,46.8,72.5,c
11139,17,93.6,88.5,97.6,72.1,89.7,b
2531,19,95.6,63.0,85.0,57.6,75.3,c
1961,19,92.6,90.6,100.0,87.8,100.0,a
7046,14,61.5,59.9,44.5,74.6,53.8,e
1049,18,50.1,88.5,98.0,74.4,81.6,c
5773,16,81.8,47.2,34.2,37.8,35.7,f
2530,17,85.4,57.5,46.1,40.9,47.3,e
2965,18,93.9,55.1,49.9,57.9,51.1,e
7138,19,55.2,73.0,94.4,84.7,88.6,b
964,15,87.8,69.6,84.4,72.6,68.9,d
537,16,63.6,55.1,40.4,47.3,40.5,e
13892,18,90.6,78.7,97.4,68.6,90.0,b
7341,19,77.6,63.7,68.6,81.5,74.4,c
14268,16,66.9,84.0,60.7,77.0,76.6,c
7180,15,60.5,57.0,46.0,42.0,52.5,e
7968,15,52.2,54.0,30.1,14.0,25.3,f
12416,15,74.1,55.1,69.3,66.5,54.2,e
11872,17,70.0,74.3,75.4,81.7,74.4,c
12380,17,90.8,72.7,80.8,84.4,66.9,d
11917,16,81.4,42.9,47.2,40.4,45.8,e
8735,18,68.9,39.4,39.0,44.6,34.9,f
846,14,86.8,51.1,39.1,56.3,51.3,e
11796,19,66.5,47.5,40.9,44.1,47.1,e
5778,14,74.9,100.0,96.7,100.0,94.7,b
3037,18,91.3,81.0,100.0,89.0,86.9,b
5948,19,70.9,44.7,48.1,33.7,50.8,e
2495,16,66.3,69.4,44.7,57.1,62.4,d
12678,14,57.5,22.0,29.0,59.5,39.6,f
2720,14,83.8,94.2,88.2,97.5,100.0,a
1885,17,88.0,77.8,87.0,100.0,92.8,b
12331,19,58.1,33.0,52.9,52.5,49.0,e
4350,16,53.7,47.8,35.8,38.4,45.8,e
11394,14,93.2,100.0,73.2,93.1,100.0,a
5180,16,57.0,37.6,26.0,30.2,23.1,f
10903,14,73.0,51.6,61.9,60.2,65.7,d
6611,16,93.5,48.2,89.2,68.1,72.5,c
6431,19,69.9,87.1,83.6,60.6,66.3,d
7155,16,97.2,77.6,93.7,97.9,83.6,c
13829,14,81.6,34.6,38.8,41.1,41.0,e
10146,16,89.1,49.8,52.2,59.3,62.9,d
6489,14,51.6,72.8,61.4,63.1,68.5,d
4738,16,77.2,82.4,69.2,82.5,68.6,d
6526,14,54.0,39.7,43.2,50.3,45.3,e
3851,18,76.1,90.2,91.7,96.1,87.1,b
690,18,70.8,79.3,79.0,81.6,86.7,b
13565,17,71.0,50.4,74.3,48.2,52.5,e
10143,16,80.2,72.3,63.6,54.1,73.9,c
5176,14,74.7,61.9,69.4,48.2,65.5,d
13775,18,78.3,90.3,83.4,91.9,95.1,a
8649,18,52.4,28.9,34.8,34.6,43.9,e
5079,18,69.1,17.6,34.3,40.2,32.0,f
10323,16,68.8,72.4,76.1,100.0,81.2,c
12169,19,52.6,57.2,51.8,46.3,48.8,e
13411,19,96.2,49.3,53.7,43.7,56.9,d
12437,16,68.1,64.1,68.6,69.5,62.7,d
5449,16,57.1,58.7,83.1,72.3,57.7,d
1180,14,82.0,38.5,53.8,42.5,49.1,e
12478,19,94.3,93.5,100.0,80.3,89.9,b
11758,18,94.6,100.0,90.1,79.0,84.3,c
9075,16,95.8,84.7,99.8,77.1,83.1,c
6407,18,79.4,74.2,80.0,83.7,83.4,c
8592,16,74.9,52.7,47.9,53.7,45.5,e
6908,14,76.2,44.6,65.1,52.1,41.3,e
8801,18,73.0,90.1,62.6,69.8,69.2,d
14084,15,96.5,80.9,100.0,92.4,100.0,a
1639,15,81.3,50.6,73.6,74.9,65.9,d
5672,17,62.0,56.4,45.8,44.3,46.1,e
6929,18,74.6,93.9,62.6,57.2,69.3,d
10341,17,87.4,92.8,93.9,100.0,85.7,b
1383,16,53.6,39.5,40.5,24.9,33.5,f
1404,15,66.1,32.8,26.3,40.3,31.4,f
9012,16,85.8,78.0,81.8,72.9,83.7,c
3293,15,71.6,54.5,60.8,48.6,50.0,e
9012,16,85.8,78.0,81.8,72.9,83.7,c
420,17,76.3,66.5,47.9,62.9,58.8,d
12412,18,59.1,72.1,76.9,67.7,69.5,d
4518,14,82.5,74.9,56.8,97.2,82.5,c
3303,17,90.5,92.4,90.7,83.9,84.7,c
7858,14,69.4,13.0,34.2,7.3,34.1,f
9701,14,75.8,84.4,89.6,72.1,84.2,c
7871,14,94.2,100.0,88.6,85.5,100.0,a
5694,15,59.1,51.7,76.0,52.6,65.9,d
768,16,68.8,77.2,79.1,87.4,84.1,c
2045,15,89.2,84.4,74.6,78.6,79.7,c
14819,17,73.5,76.5,53.5,83.5,70.5,c
14855,17,83.7,87.6,63.9,80.8,75.0,c
14491,18,89.9,74.5,77.4,84.5,76.9,c
10332,18,85.7,62.1,61.4,41.3,61.6,d
11222,14,97.9,63.0,54.9,67.5,69.3,d
1550,14,87.9,53.3,52.2,42.5,54.6,e
14791,19,62.6,37.3,33.3,32.8,31.0,f
9957,18,72.8,32.7,45.6,27.8,30.7,f
6141,15,76.5,58.4,73.0,61.0,59.4,d
10838,14,54.1,76.9,74.1,82.6,86.3,b
3717,16,95.5,85.8,97.0,87.4,90.2,b
12798,17,70.9,46.2,27.9,40.8,45.2,e
13495,14,88.6,54.5,51.9,75.0,65.8,d
4482,15,52.9,66.7,55.1,51.9,69.0,d
13886,17,69.1,68.2,65.2,69.0,56.0,d
7899,19,88.9,36.5,53.4,50.9,44.8,e
6549,17,71.6,88.9,70.7,54.5,72.7,c
2294,18,67.0,51.0,33.9,69.7,41.1,e
4838,14,52.8,44.2,44.3,41.0,39.9,f
7759,18,66.1,52.6,29.8,41.3,42.2,e
10901,14,86.0,85.3,96.1,100.0,92.3,b
6794,14,71.4,62.6,74.1,61.7,77.5,c
7639,18,89.4,78.3,70.7,76.3,74.8,c
7994,14,73.7,63.6,65.3,63.4,66.0,d
6008,18,72.3,78.7,64.4,89.2,71.8,c
5543,15,84.8,65.0,85.9,73.9,72.7,c
9093,18,52.1,48.7,9.5,32.7,30.5,f
14401,14,95.0,71.0,66.8,70.6,68.7,d
11277,16,61.1,79.0,52.6,79.0,65.3,d
6357,18,96.1,68.2,51.5,49.3,52.8,e
10202,17,56.5,62.4,58.9,74.2,58.4,d
8434,18,77.5,54.5,55.3,44.0,65.1,d
14829,17,82.4,50.5,49.0,53.9,56.2,d
7381,18,59.9,65.5,69.9,90.4,74.4,c
2386,19,57.4,41.9,39.8,50.0,41.3,e
14309,19,52.4,29.0,47.9,31.1,46.0,e
4269,14,83.4,29.1,42.4,54.4,51.4,e
672,17,74.8,54.2,36.3,34.1,39.2,f
164,16,92.0,67.0,93.9,65.3,71.9,c
8657,16,73.2,94.2,82.1,81.3,86.8,b
11235,14,92.1,83.1,60.9,58.4,59.4,d
4593,14,75.8,64.0,60.1,59.5,65.3,d
4796,15,92.6,70.4,39.6,80.3,67.7,d
10635,14,59.9,68.1,56.3,68.0,74.3,c
4799,16,94.5,70.2,49.5,56.7,45.7,e
6037,17,53.3,37.3,28.7,27.0,27.7,f
2356,16,66.9,94.9,90.7,83.3,81.1,c
5888,15,59.5,30.6,36.1,33.9,26.9,f
12471,14,56.9,31.0,21.4,38.1,32.8,f
12917,18,59.9,49.7,53.8,55.8,42.5,e
7962,14,73.5,62.5,56.4,67.8,52.9,e
10750,17,51.0,91.8,51.2,71.8,80.8,c
5828,18,80.9,97.7,77.1,88.7,81.9,c
8738,14,69.7,80.5,78.9,71.5,73.8,c
13876,17,63.8,63.1,84.0,83.2,80.1,c
4720,14,82.4,55.3,55.4,57.0,53.2,e
12028,17,72.5,25.4,18.4,19.6,24.9,f
594,19,70.6,44.2,43.0,51.7,40.1,e
4840,19,60.9,100.0,100.0,100.0,91.0,b
7395,17,64.6,66.3,53.3,42.5,48.6,e
14057,17,63.3,53.0,62.4,53.6,65.5,d
11997,14,77.5,70.8,70.1,55.5,72.0,c
9652,16,56.2,34.9,46.5,30.2,37.3,f
14237,19,94.9,71.5,55.1,68.7,67.9,d
3494,18,82.3,81.4,92.1,75.2,84.4,c
10794,15,92.6,90.1,86.8,88.5,96.8,a
6165,15,92.4,100.0,100.0,89.8,100.0,a
14890,14,63.0,27.9,23.2,42.0,32.3,f
10637,14,57.2,60.6,50.1,75.2,68.5,d
2673,19,60.2,37.0,11.7,27.9,32.4,f
4201,18,60.9,42.6,43.3,69.0,44.7,e
14528,14,58.2,94.4,96.9,88.8,82.9,c
17,17,67.3,63.1,46.3,57.1,53.5,e
3192,18,61.0,56.8,38.4,33.0,34.1,f
393,16,72.6,40.5,53.8,45.1,47.9,e
8617,18,85.3,98.2,99.0,71.8,91.3,b
6273,17,74.9,100.0,93.1,75.8,98.0,a
572,16,56.4,69.0,87.3,80.3,71.8,c
3632,17,66.4,31.6,25.9,24.0,31.1,f
6173,19,65.3,73.0,95.0,77.1,89.9,b
9313,16,77.3,82.1,100.0,80.7,91.3,b
7178,18,50.9,76.8,78.6,67.8,69.5,d
8434,18,77.5,54.5,55.3,44.0,65.1,d
3898,14,80.6,92.7,100.0,100.0,92.2,b
12288,17,72.1,80.1,100.0,91.7,87.0,b
8124,18,81.0,78.8,95.2,65.8,78.9,c
2280,18,71.3,78.1,83.1,81.2,80.4,c
8981,19,86.5,78.1,73.0,56.6,68.3,d
7452,18,63.9,73.5,86.8,97.7,89.4,b
8907,19,92.1,70.3,63.5,61.9,60.7,d
13047,19,79.5,77.2,63.5,61.5,61.3,d
11042,16,61.3,56.0,42.2,54.2,45.0,e
776,19,89.8,83.8,83.3,77.7,82.6,c
12219,19,65.4,51.5,63.3,49.7,57.3,d
6870,14,83.0,100.0,76.4,82.4,86.9,b
2248,15,75.3,23.2,35.2,37.9,26.4,f
7089,14,76.6,20.5,29.7,48.5,30.3,f
79,17,94.2,94.7,75.8,100.0,91.5,b
8081,19,63.9,77.6,69.9,68.4,57.1,d
7100,19,96.3,63.9,67.3,57.3,69.4,d
3927,17,57.6,65.1,74.3,56.0,64.8,d
9048,19,67.6,71.0,61.8,61.8,59.0,d
7341,19,77.6,63.7,68.6,81.5,74.4,c
14803,16,81.7,47.0,45.9,40.8,45.2,e
14917,19,65.3,85.1,78.6,73.2,72.7,c
13728,15,97.8,75.2,100.0,95.3,100.0,a
7084,17,53.3,70.2,90.3,49.2,69.6,d
14785,14,66.4,86.6,98.2,88.0,85.9,b
6231,16,62.9,94.2,85.5,73.1,79.8,c
10341,17,87.4,92.8,93.9,100.0,85.7,b
9224,15,66.4,69.9,77.7,81.9,78.7,c
4941,18,89.5,61.8,83.5,69.1,69.5,d
3272,16,75.4,84.1,65.6,77.9,75.3,c
11769,16,69.2,64.2,48.6,61.9,53.9,e
12375,14,72.7,57.0,56.2,76.7,68.7,d
14379,17,59.8,92.9,82.8,100.0,92.6,b
3457,18,100.0,52.5,44.9,31.9,47.3,e
7789,19,86.5,100.0,98.3,98.1,98.9,a
11699,19,93.4,84.1,100.0,64.2,86.5,b
8600,18,67.3,69.5,73.3,86.4,84.1,c
7651,16,86.8,60.7,65.9,64.4,59.9,d
2712,14,86.2,88.4,96.9,84.7,91.6,b
11281,15,85.3,89.3,87.4,82.6,87.2,b
1669,17,84.1,85.7,69.6,90.0,81.7,c
148,15,93.8,58.1,77.1,74.9,71.7,c
6421,17,87.4,70.7,44.4,50.5,57.4,d
12520,15,87.1,45.2,38.7,13.8,39.6,f
12090,17,64.7,85.3,86.1,82.3,86.6,b
10143,16,80.2,72.3,63.6,54.1,73.9,c
366,17,50.9,35.7,55.2,44.2,50.2,e
9867,15,85.5,76.4,71.9,90.3,94.0,b
4532,14,85.6,56.4,58.4,69.4,61.7,d
12687,16,54.9,86.7,85.3,54.6,76.2,c
5331,17,55.6,48.6,23.5,33.8,35.5,f
5511,16,76.3,70.8,61.6,85.9,73.0,c
10739,14,62.6,77.1,75.4,72.9,69.2,d
14876,16,60.3,42.2,46.1,57.1,56.1,d
8755,18,81.3,78.2,69.9,94.0,76.0,c
11755,16,62.8,66.8,68.0,60.1,65.0,d
10682,16,78.0,82.2,69.3,75.6,60.5,d
13573,14,72.3,77.4,72.6,61.0,76.0,c
8965,19,57.1,46.3,61.5,54.8,59.5,d
6494,16,54.9,64.5,87.1,65.0,68.7,d
10230,14,76.7,74.0,54.0,66.6,78.5,c
11616,18,98.9,53.5,62.2,70.7,66.6,d
10760,18,93.6,73.1,84.2,71.7,74.9,c
5440,17,79.6,80.1,51.7,57.4,70.0,d
14474,16,80.5,88.1,65.9,71.1,78.2,c
9766,17,59.4,61.5,44.5,66.8,50.8,e
11887,16,56.3,31.1,36.5,44.3,38.6,f
13280,16,88.7,80.8,83.9,78.9,80.9,c
6512,18,57.0,34.1,42.1,38.3,37.9,f
11484,17,69.0,52.9,63.4,45.1,46.4,e
7505,18,99.3,84.7,84.9,79.4,84.6,c
1247,19,90.7,82.1,63.2,80.0,82.3,c
11912,17,96.2,53.2,44.8,58.7,44.8,e
3840,19,63.2,55.2,34.0,20.2,40.8,e
8552,14,65.4,52.0,70.3,52.2,57.4,d
13209,18,81.8,41.0,49.1,50.6,43.9,e
2377,19,91.1,81.9,60.1,67.9,77.3,c
3010,18,62.3,66.0,67.5,57.5,68.0,d
14799,15,88.5,62.2,48.3,68.2,56.5,d
11186,17,76.7,62.6,56.6,66.2,55.4,d
9155,19,92.3,63.7,45.8,49.0,47.4,e
11825,17,99.9,64.0,60.3,93.6,71.1,c
1828,19,83.1,49.9,37.7,39.3,40.9,e
6980,16,94.1,56.0,40.3,79.4,62.9,d
9806,15,91.4,64.4,76.0,74.0,69.6,d
9833,16,53.2,68.5,56.4,46.4,58.2,d
10409,16,92.9,79.7,76.8,88.9,78.4,c
12505,16,57.5,55.0,66.5,52.6,52.4,e
8570,19,83.5,68.0,62.8,64.3,70.7,c
12407,16,88.3,93.7,86.8,100.0,90.2,b
4286,18,99.4,100.0,100.0,94.3,100.0,a
6911,17,98.2,77.5,98.7,84.4,85.4,b
8562,14,58.6,97.3,73.9,70.4,74.9,c
14090,19,84.8,46.5,47.7,40.5,41.0,e
2197,15,64.7,60.1,34.7,74.5,60.6,d
3748,19,70.8,44.7,31.1,55.2,48.0,e
